1537447955335,48965,x,y,z
76920,963,-3,888,371
76940,951,-1,876,370
76961,951,-1,876,370
76981,934,1,863,357
77001,934,1,863,357
77021,924,2,852,355
77061,924,2,852,355
77081,925,-9,851,361
77162,925,-9,851,361
77182,925,1,847,371
77222,925,1,847,371
77243,938,-5,859,376
77283,938,-5,859,376
77303,942,7,862,380
77363,942,7,862,380
77384,928,-5,848,377
77404,924,5,844,376
77444,924,5,844,376
77464,910,11,830,373
77504,910,11,830,373
77525,900,8,821,367
77565,900,8,821,367
77585,890,10,811,367
77625,890,10,811,367
77645,875,8,797,362
77746,875,8,797,362
77766,867,13,793,351
77786,873,24,795,361
77827,873,24,795,361
77847,880,13,801,363
77867,880,13,801,363
77887,890,16,808,373
77968,890,16,808,373
77988,901,17,816,381
78008,888,26,805,375
78028,888,26,805,375
78048,872,22,794,358
78068,872,22,794,358
78088,849,25,773,349
78109,837,25,762,346
78129,837,25,762,346
78149,826,21,752,340
78169,812,19,742,330
78189,812,19,742,330
78209,793,25,723,325
78229,784,28,717,314
78250,797,30,728,322
78270,797,30,728,322
78290,788,25,718,324
78310,788,25,718,324
78330,781,15,713,320
78350,781,15,713,320
78370,794,23,724,324
78431,794,23,724,324
78451,805,19,733,333
78471,801,29,728,332
78532,801,29,728,332
78552,813,23,738,341
78592,813,23,738,341
78612,825,28,748,347
78632,825,28,748,347
78652,837,26,757,355
78673,847,34,765,361
78793,847,34,765,361
78814,864,31,778,375
78874,864,31,778,375
78894,875,36,786,383
78914,891,38,802,388
78934,915,41,819,406
78955,926,37,826,416
78975,926,37,826,416
78995,943,35,843,421
79015,965,29,863,430
79035,985,30,880,441
79055,991,36,879,454
79096,991,36,879,454
79116,1008,34,901,451
79136,1020,33,911,457
79156,1031,35,916,472
79196,1031,35,916,472
79216,1046,33,932,472
79237,1062,28,948,478
79257,1077,37,959,490
79277,1077,37,959,490
79297,1089,39,966,500
79317,1100,32,978,501
79337,1112,37,988,507
79378,1112,37,988,507
79398,1117,47,994,506
79498,1117,47,994,506
79519,1112,35,990,506
79539,1102,42,978,505
79559,1087,42,965,497
79579,1063,36,947,481
79599,1059,32,948,470
79619,1059,32,948,470
79639,1048,48,934,472
79660,1048,48,934,472
79680,1033,43,923,461
79780,1033,43,923,461
79801,1043,40,933,462
79921,1043,40,933,462
79942,1034,32,929,452
79982,1034,32,929,452
80002,1046,27,944,449
80022,1046,27,944,449
80042,1071,26,965,464
80062,1071,26,965,464
80083,1096,20,988,474
80103,1114,24,1002,485
80123,1114,24,1002,485
80143,1127,29,1014,489
80163,1136,28,1024,491
80183,1151,29,1036,499
80224,1151,29,1036,499
80244,1140,25,1025,497
80264,1123,8,1014,484
80284,1110,22,1002,477
80304,1090,19,985,466
80324,1090,19,985,466
80344,1074,31,966,468
80364,1063,24,957,461
80385,1051,28,947,455
80405,1036,20,935,446
80465,1036,20,935,446
80485,1038,19,932,457
80505,1034,32,933,444
80526,1040,16,939,447
80546,1040,16,939,447
80566,1046,12,940,458
80586,1036,14,927,462
80606,1036,14,927,462
80626,1031,14,927,451
80646,1031,14,927,451
80667,1039,32,933,456
80687,1029,15,926,450
80767,1029,15,926,450
80787,1020,27,918,442
80848,1020,27,918,442
80868,1041,18,937,454
80908,1041,18,937,454
80928,1034,19,927,456
80949,1034,19,927,456
80969,1043,25,938,454
80989,1025,34,922,446
81009,1025,34,922,446
81029,1011,21,912,434
81049,1021,21,922,438
81069,1028,10,927,444
81090,1021,21,918,448
81110,1018,34,914,446
81130,1024,10,922,446
81150,1024,20,925,438
81170,1024,20,925,438
81190,1030,7,922,459
81210,1036,21,929,458
81231,1046,24,942,454
81251,1057,16,952,458
81271,1057,16,952,458
81291,1059,35,956,455
81311,1066,22,962,459
81331,1066,22,962,459
81351,1079,15,974,464
81372,1089,10,984,466
81412,1089,10,984,466
81432,1111,3,1004,476
81472,1111,3,1004,476
81492,1128,13,1018,485
81513,1128,13,1018,485
81533,1140,16,1032,484
81553,1148,5,1037,491
81573,1148,5,1037,491
81593,1142,15,1033,486
81613,1145,5,1034,490
81633,1145,5,1034,490
81654,1131,10,1024,481
81674,1131,10,1024,481
81694,1115,4,1008,476
81714,1092,8,990,459
81734,1092,8,990,459
81754,1075,4,975,451
81795,1075,4,975,451
81815,1086,9,986,455
81915,1086,9,986,455
81936,1074,6,975,450
81956,1055,14,957,443
81976,1054,0,961,433
81996,1057,13,962,437
82016,1057,13,962,437
82036,1043,21,947,435
82056,1026,17,931,431
82077,1016,9,926,417
82097,1003,8,914,413
82117,983,14,890,418
82137,952,15,865,397
82157,937,15,853,387
82177,926,12,846,376
82197,913,15,836,366
82218,915,0,828,390
82238,881,14,798,372
82258,865,16,788,356
82278,853,6,780,345
82298,834,16,765,331
82318,813,42,745,323
82338,808,23,739,327
82359,805,8,736,326
82379,797,30,727,325
82399,783,16,711,328
82419,761,12,690,319
82439,732,26,668,297
82459,718,20,660,283
82479,718,20,660,283
82500,694,38,632,283
82520,694,38,632,283
82540,673,36,613,273
82560,673,36,613,273
82580,655,28,601,258
82600,642,33,585,261
82620,637,46,581,256
82640,634,34,579,255
82661,634,34,579,255
82681,650,47,590,268
82701,660,35,595,281
82721,675,30,609,288
82741,697,49,630,295
82761,724,31,652,312
82781,733,45,656,325
82802,749,50,670,330
82822,762,47,684,332
82842,784,50,701,347
82862,784,50,701,347
82882,804,45,713,368
82902,814,44,724,369
82922,826,44,734,376
82943,843,42,748,386
82963,857,50,759,395
82983,868,45,767,404
83003,890,47,786,414
83023,909,44,804,420
83043,926,45,817,432
83063,926,45,817,432
83084,942,45,829,445
83104,953,41,840,448
83124,968,35,856,451
83144,979,45,863,460
83204,979,45,863,460
83225,979,35,865,457
83245,979,35,865,457
83265,991,37,873,467
83285,991,37,873,467
83305,1002,35,886,466
83366,1002,35,886,466
83386,1015,38,899,470
83406,1015,38,899,470
83426,1033,33,916,477
83446,1033,33,916,477
83466,1044,34,928,478
83527,1044,34,928,478
83547,1034,35,921,468
83567,1034,35,921,468
83587,1038,21,929,462
83607,1028,36,916,464
83627,1017,27,909,455
83648,1017,27,909,455
83668,1001,36,899,438
83688,1004,17,904,436
83708,1015,22,911,446
83728,1015,22,911,446
83748,996,26,895,436
83768,996,26,895,436
83789,992,25,897,424
83829,992,25,897,424
83849,1010,4,910,437
83869,1007,24,908,435
83889,995,18,897,430
83909,983,10,889,419
83930,970,22,881,404
83950,997,9,907,413
83970,1003,20,912,415
83990,1003,20,912,415
84010,1016,5,922,426
84030,1045,13,951,434
84050,1073,3,978,440
84071,1104,1,1005,458
84091,1104,1,1005,458
84111,1114,5,1013,463
84131,1114,5,1013,463
84151,1142,-3,1041,470
84171,1142,-3,1041,470
84191,1123,0,1013,484
84212,1115,-16,1010,473
84232,1134,-19,1033,468
84252,1134,-19,1033,468
84272,1133,-1,1029,474
84292,1107,2,1002,468
84312,1115,-2,1014,462
84332,1115,-2,1014,462
84353,1119,-18,1017,466
84373,1112,-7,1008,471
84393,1101,3,995,471
84413,1095,-8,994,460
84433,1108,-11,1010,456
84453,1099,-5,998,460
84473,1107,-6,999,476
84494,1099,4,993,471
84514,1099,4,993,471
84534,1099,-11,999,457
84554,1095,-8,1000,445
84574,1098,-12,998,458
84594,1101,-3,996,469
84614,1091,-7,988,461
84635,1080,-6,980,454
84675,1080,-6,980,454
84695,1103,-13,1000,466
84715,1103,-13,1000,466
84735,1114,-10,1007,475
84816,1114,-10,1007,475
84836,1124,-9,1020,473
84856,1134,-5,1026,482
84916,1134,-5,1026,482
84937,1155,-13,1046,489
84957,1179,-13,1070,496
84977,1190,-13,1076,508
84997,1196,-6,1077,518
85017,1204,-14,1087,518
85037,1213,-20,1097,516
85057,1226,-15,1109,522
85078,1214,-10,1097,519
85098,1214,-10,1097,519
85118,1197,-7,1083,510
85138,1197,-7,1083,510
85158,1204,-15,1093,503
85178,1204,-15,1093,503
85198,1184,-10,1072,502
85219,1184,-10,1072,502
85239,1186,-31,1080,490
85259,1186,-31,1080,490
85279,1200,-17,1088,505
85299,1185,-12,1075,499
85319,1195,-25,1090,491
85339,1194,-18,1095,475
85360,1220,-27,1115,495
85380,1227,-15,1117,509
85400,1227,-15,1117,509
85420,1220,-11,1114,498
85440,1215,-18,1113,487
85460,1215,-43,1112,487
85480,1203,-17,1101,484
85501,1203,-17,1101,484
85521,1177,-18,1079,471
85541,1177,-18,1079,471
85561,1180,-34,1087,457
85581,1214,-36,1117,473
85601,1259,-41,1157,494
85621,1279,-44,1175,503
85642,1320,-27,1208,530
85662,1338,-29,1230,524
85682,1338,-29,1230,524
85702,1374,-36,1266,530
85722,1374,-36,1266,530
85742,1361,-40,1251,534
85762,1353,-59,1244,529
85783,1335,-32,1229,521
85803,1354,-54,1249,521
85823,1350,-36,1246,518
85843,1361,-41,1253,530
85863,1314,-20,1211,509
85883,1282,-46,1183,492
85903,1267,-54,1172,477
85924,1232,-36,1142,460
85944,1207,-46,1116,457
85964,1166,-40,1078,442
85984,1096,-52,1018,403
86004,1042,-74,973,365
86024,1137,-111,1057,403
86044,1287,-90,1192,477
86065,1312,-51,1204,517
86085,1318,-71,1204,533
86105,1326,-57,1230,493
86125,1324,-85,1240,455
86145,1351,-104,1260,475
86165,1334,-70,1233,504
86185,1324,-92,1208,535
86206,1345,-72,1228,542
86226,1342,-97,1233,521
86246,1344,-106,1239,508
86266,1331,-99,1229,501
86286,1295,-66,1197,488
86306,1283,-63,1186,484
86326,1280,-72,1176,501
86347,1267,-49,1171,482
86367,1285,-58,1190,482
86387,1297,-74,1198,490
86407,1292,-50,1196,485
86427,1254,-47,1161,470
86447,1234,-63,1139,472
86467,1219,-55,1128,460
86488,1199,-45,1109,453
86508,1182,-52,1091,450
86528,1123,-52,1040,419
86548,1085,-53,1008,397
86568,1094,-75,1015,401
86588,1065,-46,989,393
86608,1029,-36,950,394
86629,989,-33,912,381
86649,963,-43,893,358
86669,945,-54,886,326
86689,926,-63,867,318
86709,897,-52,835,321
86729,867,-44,805,319
86749,838,-34,782,299
86770,854,-51,799,298
86790,853,-39,799,296
86810,853,-39,799,296
86830,856,-43,795,314
86850,856,-43,795,314
86870,852,-52,795,302
86890,872,-46,810,320
86911,839,-28,779,309
86931,807,-25,752,291
86951,792,-23,744,272
86971,800,-36,751,272
86991,789,-28,736,281
87011,776,-28,720,288
87031,776,-28,720,288
87052,782,-40,728,281
87072,785,-29,730,285
87092,775,-10,718,292
87112,802,-21,738,313
87132,837,-21,774,316
87152,884,-26,815,341
87172,899,-17,819,369
87192,899,-17,819,369
87213,915,-19,835,374
87233,969,-31,885,392
87253,1001,-24,912,412
87273,1010,-8,912,433
87293,1020,-5,917,447
87313,1032,-22,933,441
87333,1036,-42,935,443
87354,1032,-31,932,441
87374,1009,-14,905,444
87394,967,0,871,422
87414,964,-23,873,408
87434,951,-11,863,399
87454,931,-13,843,393
87474,920,-18,831,395
87495,920,-18,831,395
87515,888,-7,806,372
87535,877,-5,798,363
87595,877,-5,798,363
87615,892,-16,812,369
87636,892,-16,812,369
87656,898,-22,811,384
87696,898,-22,811,384
87716,911,-21,827,380
87736,916,-4,833,380
87756,898,-9,816,375
87777,876,-4,798,362
87797,876,-4,798,362
87817,824,-2,755,330
87837,786,10,721,314
87857,745,1,685,293
87877,725,2,668,282
87897,728,-12,671,282
87918,699,0,643,275
87938,665,-1,610,265
87958,648,-13,595,256
87978,655,-9,606,248
87998,648,1,599,247
88018,658,6,603,263
88038,658,6,603,263
88059,643,14,589,257
88079,661,-4,609,257
88099,676,-3,621,266
88119,704,7,640,291
88139,708,3,637,309
88159,710,-13,638,311
88179,710,0,643,299
88200,726,-21,659,304
88220,747,-1,674,322
88240,767,9,689,337
88260,790,3,708,350
88280,802,7,720,353
88341,802,7,720,353
88361,777,5,692,353
88381,793,12,704,364
88401,782,22,695,357
88421,760,17,672,353
88441,756,37,668,351
88461,729,22,645,338
88482,729,22,645,338
88502,705,51,623,324
88522,679,26,595,326
88542,626,50,549,297
88562,585,54,515,272
88582,559,31,496,255
88602,509,45,450,233
88623,473,39,416,222
88643,427,40,370,208
88663,377,25,335,172
88683,371,38,324,177
88703,371,38,324,177
88723,336,46,285,172
88743,349,43,300,174
88764,366,39,318,177
88784,399,44,346,194
88804,441,55,378,219
88824,462,43,386,250
88844,500,57,423,261
88864,534,55,458,268
88884,577,36,502,281
88905,624,45,534,319
88925,659,55,560,342
88945,690,59,584,363
88965,723,41,619,370
88985,738,49,633,376
89005,738,49,633,376
89025,740,60,630,384
89066,740,60,630,384
89086,750,59,643,380
89106,766,67,650,399
89126,742,70,628,388
89146,742,70,628,388
89166,778,50,668,395
89187,822,44,711,411
89207,879,60,748,457
89227,919,58,785,474
89247,935,56,798,485
89267,935,56,798,485
89287,943,67,813,472
89307,959,65,822,489
89328,940,76,801,486
89348,894,71,757,470
89368,894,71,757,470
89388,910,34,780,467
89408,937,31,804,479
89428,967,39,822,507
89448,951,51,807,500
89468,949,57,813,486
89489,979,35,850,483
89509,1019,43,883,506
89529,1058,40,908,541
89549,1067,35,912,554
89569,1094,21,939,560
89589,1103,47,953,554
89609,1125,17,975,561
89630,1134,39,985,560
89650,1167,30,1014,576
89670,1217,13,1057,603
89690,1250,29,1087,615
89710,1257,17,1092,622
89730,1279,16,1115,626
89750,1308,33,1147,627
89771,1344,12,1184,634
89791,1402,8,1237,660
89811,1443,18,1267,689
89831,1477,17,1297,705
89851,1499,-3,1319,711
89871,1546,-18,1367,722
89891,1571,-1,1390,732
89912,1558,-1,1375,731
89952,1558,-1,1375,731
89972,1550,0,1381,703
89992,1564,12,1391,716
90012,1542,0,1373,702
90032,1530,-13,1360,700
90053,1519,0,1348,699
90073,1489,-22,1321,684
90093,1448,-7,1286,665
90113,1410,-3,1257,639
90133,1368,-20,1225,608
90153,1339,0,1202,588
90173,1332,-13,1194,589
90194,1306,-16,1168,584
90214,1283,-17,1146,576
90234,1257,-29,1124,561
90254,1228,-20,1103,541
90274,1200,-6,1083,514
90294,1187,-20,1074,505
90314,1178,3,1068,496
90335,1178,3,1068,496
90355,1162,-16,1051,495
90375,1129,4,1024,475
90395,1111,6,1016,449
90415,1086,-2,998,429
90435,1072,-5,986,422
90455,1051,6,965,417
90476,1030,18,947,404
90496,1013,11,936,387
90516,1009,0,938,372
90536,1020,5,948,377
90556,1027,-12,951,388
90576,1039,1,961,393
90596,1066,0,986,403
90617,1122,-3,1040,421
90637,1158,-10,1073,437
90657,1208,-4,1117,458
90677,1249,1,1151,483
90697,1269,-16,1170,490
90717,1292,-14,1190,503
90737,1292,-14,1190,503
90758,1320,-35,1218,507
90778,1324,-26,1218,517
90798,1293,-8,1191,504
90818,1277,-17,1179,491
90838,1277,-17,1179,491
90858,1274,-33,1178,484
90878,1274,-33,1178,484
90899,1318,-40,1210,519
90919,1316,-24,1215,506
90959,1316,-24,1215,506
90979,1336,-33,1240,497
90999,1336,-33,1240,497
91019,1339,-45,1230,526
91040,1325,-34,1214,530
91080,1325,-34,1214,530
91100,1342,-28,1231,531
91120,1353,-33,1241,538
91140,1337,-22,1226,533
91160,1354,-36,1240,541
91181,1362,-48,1245,548
91201,1362,-48,1245,548
91221,1335,-31,1222,537
91241,1320,-31,1204,541
91281,1320,-31,1204,541
91301,1307,-19,1189,543
91322,1237,-22,1129,504
91342,1210,-23,1107,488
91362,1194,-27,1096,471
91382,1201,-23,1097,489
91402,1184,-21,1075,495
91422,1136,6,1030,479
91442,1110,10,1009,461
91463,1069,-25,983,418
91483,1053,-8,966,419
91503,1016,-17,929,411
91523,1002,-35,911,417
91543,983,-9,892,412
91563,996,-13,904,417
91604,996,-13,904,417
91624,1010,-6,917,422
91664,1010,-6,917,422
91684,1007,16,913,423
91704,1029,6,934,431
91724,1043,-4,944,443
91744,1034,1,932,448
91765,1030,-9,926,451
91785,1047,2,938,465
91805,1059,-3,951,466
91825,1099,15,986,485
91845,1126,36,1003,509
91865,1126,16,1004,509
91885,1126,16,1004,509
91906,1115,20,999,493
91926,1107,2,992,492
91946,1099,25,983,490
91966,1104,42,985,496
91986,1090,44,970,496
92006,1087,32,964,500
92026,1061,23,947,478
92047,1045,20,933,471
92067,1044,34,929,473
92087,1032,26,920,467
92107,1019,48,904,466
92127,1019,48,904,466
92147,999,32,888,456
92167,999,32,888,456
92188,998,20,887,457
92208,998,20,887,457
92228,1001,39,881,473
92248,991,39,873,467
92268,987,28,870,464
92288,987,28,870,464
92308,975,40,860,459
92329,973,14,853,469
92349,962,24,843,462
92369,974,33,856,462
92389,963,33,849,453
92409,984,35,867,465
92429,1001,39,878,480
92449,975,31,855,467
92470,982,15,859,476
92490,982,13,866,462
92510,962,29,848,453
92550,962,29,848,453
92570,943,22,827,452
92590,939,7,828,443
92611,963,-7,848,456
92631,963,-7,848,456
92651,962,27,842,463
92671,962,27,842,463
92691,973,13,858,459
92711,985,18,866,468
92731,996,8,872,481
92752,985,18,862,477
92772,973,12,859,456
92792,973,12,859,456
92812,991,6,877,462
92832,979,11,866,456
92852,998,9,882,468
92872,1000,12,888,458
92893,1000,12,888,458
92913,1011,11,905,450
92933,1042,3,927,476
92953,1071,2,956,482
92973,1088,-2,964,504
92993,1073,9,946,506
93013,1042,11,923,482
93034,1027,10,912,470
93054,1052,2,941,470
93074,1005,12,904,440
93094,991,26,880,454
93114,955,10,854,427
93134,914,25,824,394
93154,893,14,813,369
93175,920,-7,836,384
93195,909,22,827,377
93215,909,22,827,377
93235,926,-1,838,394
93255,938,-6,856,384
93275,995,-14,910,403
93295,1022,-21,930,423
93316,1067,-5,970,443
93336,1099,-17,999,456
93356,1163,-9,1058,483
93376,1219,1,1110,504
93396,1239,5,1126,515
93416,1260,-8,1140,538
93436,1236,8,1124,515
93457,1240,-1,1137,494
93477,1235,-14,1135,486
93497,1232,9,1131,488
93517,1197,-12,1092,492
93537,1180,-13,1071,494
93557,1137,-16,1045,449
93577,1149,-45,1056,450
93598,1139,-20,1052,436
93618,1096,9,1016,412
93638,1085,5,1002,415
93658,1085,5,1002,415
93678,1061,9,985,392
93698,1049,11,972,394
93718,1040,-2,965,386
93739,1000,-9,931,363
93759,961,7,898,340
93779,968,-11,907,339
93799,954,-21,889,345
93819,930,3,867,337
93839,929,-17,866,336
93859,917,0,863,310
93880,943,6,892,306
93900,943,6,892,306
93920,957,21,897,332
93960,957,21,897,332
93980,976,6,915,337
94000,964,12,905,332
94021,948,8,891,324
94041,918,13,867,301
94061,916,0,865,303
94081,950,0,895,320
94101,964,25,902,337
94121,972,7,905,353
94141,972,7,905,353
94161,975,1,915,335
94182,992,18,932,340
94202,1010,9,945,357
94222,1009,30,939,368
94242,1009,30,939,368
94262,1027,-1,954,381
94282,1040,-13,966,386
94302,1040,-13,966,386
94323,1020,-7,944,387
94343,1007,13,932,381
94363,999,16,928,370
94383,999,16,928,370
94403,982,15,909,370
94423,988,-11,912,379
94443,970,-17,894,378
94464,960,-15,884,374
94484,976,-18,901,375
94504,952,10,879,364
94524,941,-9,867,367
94544,925,2,851,362
94564,895,-5,828,338
94584,894,-21,825,343
94605,899,0,833,339
94625,886,0,818,338
94645,869,25,800,337
94665,844,10,784,313
94685,821,0,763,301
94705,821,0,763,301
94725,763,9,708,285
94746,734,6,677,283
94766,734,6,677,283
94786,749,10,701,265
94806,773,2,722,278
94826,804,9,741,312
94846,804,9,741,312
94866,800,29,735,314
94887,786,23,731,289
94907,797,22,741,291
94927,811,44,754,296
94947,839,38,776,317
94967,841,54,773,327
94987,831,35,762,329
95007,831,35,762,329
95028,824,35,759,318
95048,810,23,747,312
95068,822,23,752,331
95088,814,44,744,327
95108,793,56,725,316
95128,793,33,729,311
95148,819,42,753,318
95169,846,40,771,347
95189,859,48,777,363
95209,857,34,775,364
95229,872,30,794,358
95249,878,47,804,348
95269,911,46,828,378
95289,907,50,816,392
95310,876,63,785,384
95330,858,63,773,367
95350,848,18,774,346
95370,864,49,788,350
95390,877,62,796,362
95410,891,56,798,392
95430,887,39,797,386
95451,930,31,839,400
95471,930,31,839,400
95491,959,44,863,416
95511,979,52,883,420
95531,1024,55,921,444
95551,1068,50,959,468
95571,1067,48,951,480
95592,1067,48,951,480
95612,1055,40,947,462
95632,1085,33,979,467
95652,1089,67,980,468
95672,1079,64,967,474
95692,1067,53,953,476
95712,1075,50,966,468
95733,1074,35,973,453
95753,1103,38,993,476
95773,1116,55,1001,490
95793,1126,61,1010,493
95813,1141,34,1026,497
95833,1176,32,1061,506
95853,1216,28,1094,529
95874,1242,31,1116,545
95894,1267,47,1137,556
95914,1284,57,1156,556
95934,1307,51,1181,558
95954,1300,40,1170,564
95974,1278,41,1146,565
95994,1272,44,1143,555
96015,1278,36,1157,543
96035,1312,42,1191,549
96055,1312,42,1191,549
96075,1327,57,1195,574
96095,1300,46,1171,563
96115,1279,20,1162,535
96135,1308,15,1192,538
96156,1308,15,1192,538
96176,1306,60,1181,553
96196,1336,66,1206,571
96216,1319,49,1197,550
96236,1294,44,1180,529
96256,1257,38,1146,516
96276,1259,25,1142,529
96297,1213,47,1092,524
96317,1172,54,1055,506
96337,1113,45,1008,468
96357,1074,48,980,437
96377,1055,40,960,435
96397,1014,42,927,408
96417,982,47,899,392
96437,934,47,860,362
96458,936,65,866,351
96478,928,65,856,352
96498,931,54,856,361
96518,938,44,861,368
96538,950,39,876,366
96558,982,27,904,382
96578,1022,23,931,421
96599,1022,23,931,421
96619,1003,42,916,406
96639,1009,37,926,398
96659,1004,39,930,377
96679,1031,57,950,395
96699,1050,38,965,412
96719,1050,38,965,412
96740,1036,31,949,414
96760,1056,19,971,413
96780,1071,14,987,415
96800,1081,4,995,422
96820,1132,17,1033,462
96840,1104,12,1008,450
96860,1097,27,1005,440
96881,1111,13,1022,436
96901,1111,13,1022,436
96921,1116,32,1025,441
96941,1116,32,1025,441
96961,1108,20,1011,452
96981,1077,26,991,422
97001,1032,23,951,401
97022,992,19,916,380
97042,940,34,872,349
97062,934,9,866,350
97082,934,9,866,350
97102,919,20,851,344
97122,902,17,836,338
97142,902,17,836,338
97163,909,18,849,323
97183,934,16,870,339
97203,960,24,893,352
97223,1010,30,936,376
97243,1069,26,993,396
97263,1127,10,1046,419
97283,1155,7,1070,435
97304,1139,12,1053,433
97324,1103,11,1018,424
97344,1074,10,994,407
97364,1068,-1,990,402
97384,1036,10,954,404
97404,1024,4,940,404
97424,1016,15,937,392
97445,976,-15,908,357
97465,857,3,803,298
97485,775,1,733,253
97505,734,-13,694,239
97525,718,-6,676,240
97545,732,7,688,250
97565,732,7,688,250
97586,693,-13,652,234
97606,693,-13,652,234
97626,760,-32,717,249
97646,799,-16,747,283
97666,822,27,755,322
97686,807,-2,746,307
97706,823,-9,771,288
97727,836,-26,788,278
97747,906,-45,844,326
97767,911,-9,841,350
97787,911,-9,841,350
97807,941,-24,869,359
97827,926,-9,865,330
97847,926,-9,865,330
97868,904,-13,840,333
97888,887,-12,822,335
97908,921,-11,853,347
97928,966,-24,889,377
97948,959,-2,880,382
97968,964,-15,882,389
97988,964,-15,882,389
98009,931,-25,861,353
98029,940,-41,867,361
98049,899,-21,823,360
98069,844,-17,774,336
98089,821,-3,757,317
98109,817,-26,756,309
98129,791,-23,735,293
98150,766,-16,709,289
98170,744,-3,690,276
98190,708,8,659,256
98210,664,-3,621,236
98230,664,-3,621,236
98250,622,-14,580,225
98270,621,-28,576,229
98291,576,13,537,206
98311,583,-7,546,201
98331,560,17,525,194
98351,524,35,491,181
98371,554,20,516,200
98391,570,-6,530,209
98411,540,11,500,203
98432,478,42,449,160
98452,454,-9,427,152
98472,388,39,374,94
98492,355,44,344,74
98512,355,28,340,97
98532,385,41,359,134
98552,380,44,357,122
98573,424,23,398,143
98593,440,37,413,149
98613,448,50,418,152
98633,502,48,457,201
98653,545,65,491,228
98673,610,49,553,253
98693,657,64,592,278
98713,685,54,615,298
98734,695,70,624,296
98754,712,54,642,303
98774,712,57,636,315
98794,712,57,636,315
98814,728,43,649,328
98834,770,72,678,358
98854,769,49,685,347
98875,789,41,703,356
98895,798,41,705,372
98915,791,26,693,380
98935,807,35,705,390
98955,824,17,725,391
98975,849,35,748,401
98995,891,33,783,423
99016,897,58,783,434
99036,897,58,783,434
99056,901,44,794,424
99076,886,27,781,416
99096,906,31,792,439
99116,906,31,792,439
99136,908,22,785,454
99157,870,29,758,425
99177,850,28,742,413
99197,855,26,752,407
99217,875,26,769,418
99237,902,17,784,446
99257,915,42,797,447
99277,894,47,777,438
99298,895,34,779,439
99318,869,71,763,410
99338,845,51,740,403
99358,844,40,733,416
99378,799,55,688,401
99398,769,41,664,386
99418,756,27,651,384
99439,720,34,621,362
99459,694,47,604,338
99479,711,27,618,350
99499,740,36,646,359
99519,756,49,658,370
99539,781,50,673,392
99559,780,41,679,381
99580,805,45,707,381
99600,851,42,748,404
99620,862,37,751,422
99640,865,52,746,435
99660,897,43,774,450
99680,917,33,799,448
99700,946,30,825,462
99721,967,42,840,477
99741,967,42,840,477
99761,976,39,853,472
99781,991,45,869,474
99801,1020,33,891,494
99821,1031,54,899,502
99841,1040,56,902,514
99862,1070,34,931,526
99882,1080,32,945,522
99902,1099,31,962,531
99922,1122,31,979,547
99942,1122,31,979,547
99962,1135,31,990,553
99982,1135,31,990,553
100003,1144,20,1001,554
100023,1159,31,1011,564
100043,1159,31,1011,564
100063,1149,30,999,566
100083,1158,35,1013,560
100103,1152,18,1011,551
100123,1139,23,998,548
100144,1123,28,984,540
100164,1119,4,980,539
100184,1119,19,982,536
100204,1122,5,985,536
100244,1122,5,985,536
100264,1138,11,1000,542
100285,1153,15,1016,546
100305,1166,10,1028,549
100325,1187,9,1042,566
100345,1207,6,1063,572
100365,1220,1,1074,578
100385,1220,1,1074,578
100405,1213,6,1073,566
100426,1223,2,1083,568
100446,1240,0,1098,577
100466,1240,0,1098,577
100486,1263,5,1115,594
100506,1263,5,1115,594
100526,1255,0,1114,579
100587,1255,0,1114,579
100607,1269,4,1127,582
100627,1269,4,1127,582
100647,1256,-4,1121,566
100667,1256,-4,1121,566
100687,1279,-6,1140,580
100708,1279,-6,1140,580
100728,1294,-4,1151,592
100748,1284,6,1144,583
100768,1270,5,1135,569
100788,1270,5,1135,569
100808,1282,-6,1152,560
100828,1282,-6,1152,560
100848,1269,5,1136,566
100869,1257,-5,1127,556
100889,1257,-5,1127,556
100909,1258,-14,1134,544
100929,1258,-14,1134,544
100949,1249,1,1123,547
100969,1245,-9,1119,544
100989,1227,-8,1109,525
101010,1213,-10,1098,514
101030,1213,-10,1098,514
101050,1190,2,1078,503
101070,1166,19,1054,497
101090,1147,28,1036,492
101110,1127,15,1022,475
101130,1104,10,1005,457
101151,1081,10,987,441
101171,1054,13,967,420
101191,1034,19,949,412
101211,1018,21,933,405
101231,988,25,908,389
101251,970,23,893,379
101271,965,17,892,367
101372,965,17,892,367
101392,996,17,924,370
101412,1016,14,944,376
101433,1024,24,945,391
101453,1011,28,936,383
101473,1015,12,945,370
101493,1032,17,959,380
101513,1032,17,959,380
101533,1039,17,961,395
101553,1039,17,961,395
101574,1044,6,969,387
101594,1067,-2,991,397
101614,1080,2,997,415
101634,1072,-1,985,423
101654,1086,10,998,429
101674,1106,4,1018,432
101694,1117,2,1030,431
101715,1116,26,1027,435
101735,1131,-3,1037,450
101775,1131,-3,1037,450
101795,1122,-11,1027,451
101815,1122,-11,1027,451
101835,1088,0,998,435
101856,1088,0,998,435
101876,1060,-5,976,414
101896,1046,8,961,414
101916,1034,10,948,414
101936,1005,15,922,401
101956,987,9,906,393
101976,975,7,898,378
101997,957,5,882,372
102017,920,5,844,365
102037,888,4,814,355
102057,860,10,793,331
102077,835,7,774,314
102117,835,7,774,314
102138,819,15,754,318
102158,802,17,738,311
102178,794,20,734,301
102198,804,14,745,301
